id,pc1,pc2,cluster
1,3.5244151513658903,0.271501230744083,1
2,1.2558894349331375,0.11989734259436924,1
3,-1.4393331305988732,1.61520506617313,0
4,1.6844700142214306,-1.0609202870498522,1
5,-3.330552496673578,0.47325192422598583,2
6,1.910252851867229,-0.38529159157965276,1
7,1.7582982923408796,-1.6039977009688413,1
8,0.15668216866684653,-1.316631978515158,1
9,1.0938172853425212,-1.122933106133178,1
10,3.1477723397558925,-0.3952775134908359,1
11,-0.002435399918133812,0.00867824481954132,1
12,1.7836267558851118,-0.2713911877617276,1
13,-0.46823707239125056,1.4094737219709497,1
14,0.9442535940009007,0.2043463106698403,1
15,-1.1867903421972994,-1.2730234893166135,2
16,-0.806056362855847,0.20260856259087506,2
17,1.6582820251549792,-0.5848523906595221,1
18,0.1648624115657287,0.01408817553102607,1
19,0.7268937149737125,-0.8207746908095848,1
20,-2.2575436110832445,-0.4531541617559424,2
21,-0.2164544806456912,-0.526709956563006,1
22,0.4827193576561834,0.11959421172049267,1
23,0.4115995308337611,-0.6902264610104337,1
24,0.8107460364763186,1.6985781412449599,0
25,1.877036428690076,-1.3708014215076334,0
26,1.2646853093009485,0.5749296267412021,1
27,0.6912755995444877,0.3734134397905019,1
28,-0.19589202379274417,-3.3629424203297744,1
29,-0.08243393419389515,-1.4848600601492548,1
30,3.1432717611576426,1.801856281451777,1
31,0.8199241778642526,-0.7797403508695057,1
32,2.3338560081363333,-0.6232235368389334,1
33,1.7008079643690694,1.5953955755917173,1
34,2.9143081209181196,-0.8777987160457115,1
35,-0.2809564800114434,2.274418200453509,1
36,1.4681353831189479,0.026237121193507906,1
37,1.7636053366301114,0.3641643815160719,1
38,2.399088681876457,-0.3452571024518833,1
39,1.7538394296745516,-1.9406606083061324,1
40,1.3199183647398183,-1.8443521378398178,1
41,-1.0314714516518435,0.6314721880347178,2
42,-0.27472816211378165,2.6262833570742004,0
43,0.7949529910829188,-0.6777821941172012,1
44,-1.3850557099146568,2.0329642781931483,2
45,1.216235233311519,1.7681203559128316,1
46,1.8721745590409884,-0.43602730138980095,1
47,-1.8528665583716433,1.3053195808965192,2
48,1.788650619172365,5.325668713909989,0
49,0.8789320713209383,1.9832412062104285,1
50,0.5394850021530067,-0.24638353592638088,1
51,-1.9576544301209866,2.3609799636675435,0
52,-4.419369351980412,-1.348749180622617,2
53,0.8251138860030923,-1.176792333285515,1
54,-0.22936469477354088,1.0779463106280782,0
55,-1.3231994106760656,2.674046517254641,2
56,-3.4981510532442193,0.40816018307493596,2
57,0.007041182112695997,2.6250342704540843,1
58,3.2576929892186097,-1.7096556177631597,1
59,2.6089632242747185,-0.9170877736978711,1
60,1.7481926090582138,1.1735558391528973,1
61,0.8614973431193914,0.14680460516829738,1
62,1.4664518093557566,-2.014516117705146,1
63,2.3543466926019954,1.107926174837204,1
64,0.2158952656266049,-1.3464844264296376,1
65,-3.736887646189811,0.5701065367151414,2
66,1.082662901346183,-1.7419170965281552,1
67,-0.7316620243738543,-0.17538147075288418,2
68,0.053073101324025575,0.4436196137205179,1
69,0.7929595298318547,3.6471943673545195,0
70,1.819877574450478,-0.22182478147387755,1
71,3.388651801602276,-1.4876920072889535,1
72,-2.3478491686773055,-1.0562002093961562,2
73,0.781591473878603,-1.8249873437105342,1
74,1.8001588530360066,0.9714035834739048,1
75,-1.0842085976661064,0.7015843931104185,2
76,1.50911654104245,0.03499447609120057,1
77,0.322164315675933,-0.7559605409789348,1
78,1.2380956569580908,-0.9002215895739119,1
79,0.19939933431557974,-1.265231288061464,1
80,2.520838353146223,-0.6397771454730781,0
81,1.1447595507134218,0.8014643866995041,1
82,0.22752000245355292,-0.9358285406870207,1
83,1.388285501527235,0.26174352544849067,1
84,2.3550684439984457,0.21358312996355938,1
85,-3.0960156191357417,-0.6469916347884378,2
86,0.8974209818258096,0.05960374194713973,1
87,-0.24559006436037936,-1.2488851404740353,1
88,0.10140462982055176,-0.6202592547947424,1
89,0.02656554572171611,-0.8943250469994704,1
90,0.4060402660993309,2.2809499438978253,0
91,1.9800289038467935,-2.019481435924198,1
92,-1.2812390198295136,1.2665525456937625,0
93,0.8177141202900554,-0.2198551079779983,1
94,1.1012817102633448,0.6649957063165552,1
95,-2.2809684628288904,1.7816868768866934,2
96,0.005170144675178422,-0.6030866545877669,1
97,-0.7869915671143598,0.22078552333209886,0
98,0.9048861392196159,-0.6883272781275516,1
99,-2.39104547569055,0.7319482101187451,2
100,1.3887124899656134,-2.2167797468920134,1
101,0.011321834051263947,-1.308395075644647,1
102,1.4482334791082994,1.8989946631285526,1
103,1.103417073695116,3.2385608803432278,0
104,1.2372245174872853,-1.8536112657266437,1
105,1.5888273595978724,2.3762902051493224,1
106,1.3838391919976378,0.45048542041424583,1
107,-1.3757985766906484,0.5717764425630559,2
108,-1.035909224457952,-0.22149932253224233,0
109,2.7279961698067594,-1.3159944375112718,1
110,0.5422794977109522,0.30500177884880164,1
111,1.8473792093943329,-0.7632083647988248,1
112,2.0327518507739843,-1.460635086349295,1
113,-3.4868886518767748,0.7793293050672694,2
114,0.3949451271218133,7.659395531591227,0
115,-3.1258844831824306,-0.9003808192643087,2
116,-0.9766438148044223,-0.14963645002401949,2
117,0.8944526833998608,-2.1642535567936796,1
118,-3.1234309473453217,-1.4883140443620153,2
119,-3.495025473375341,-1.1495078671360133,2
120,2.0113261791377774,0.8628557855482395,1
121,2.551763996031679,1.1643941031919425,1
122,1.1914866623232745,-1.8958424004595924,1
123,-0.6338000712763813,-2.5542638146278147,1
124,-0.0937215891447811,0.5948400975709667,0
125,-0.577995545314142,0.051838961473200613,1
126,2.694724227474307,1.441132645711352,1
127,-1.9254341525575502,0.6635050869468111,2
128,-0.9920299647462045,4.836331631613671,0
129,1.4680318280014233,0.8899062590282858,1
130,1.3642986626128804,1.2768310329945274,1
131,0.797491083598104,-0.09820972826975609,1
132,1.6589197800165216,2.527862383015773,0
133,-3.8772717972252346,-2.1915373792491444,2
134,1.6724277524205895,-0.2313840534589905,1
135,0.2668571101782489,3.0650387330982003,0
136,-1.7446223285496119,0.557030062046121,2
137,0.9647738408519895,2.0877447073560313,0
138,-0.6337904379114024,-0.06606222291140658,2
139,-3.959875226334956,0.48183855282453614,2
140,-0.45361080205473575,-0.4689927953769446,1
141,-1.9669684569801786,-0.13694821742696184,2
142,-0.489640130045961,-1.1809009294361708,1
143,-3.4287294699467554,-0.11962210733307943,2
144,0.4281476938088493,-0.13041679343788373,0
145,-2.8523228257416746,-0.31093654612252647,2
146,-3.235805178155013,1.7064833155012458,2
147,-1.682338292989052,-0.8683286790130559,2
148,-1.224461515510549,-1.4521729153345901,2
